location_id,state,city,location
950,West Bengal,Kolkata,MAHESHTALA MUNICIPALITY
951,West Bengal,Kolkata,Narendrapur
952,West Bengal,Kolkata,Nemai Bhawan
953,West Bengal,Kolkata,New Town
954,West Bengal,Kolkata,Newtown
955,West Bengal,Kolkata,Pailan
956,West Bengal,Kolkata,Rajarhat
957,West Bengal,Kolkata,RAJPUR-SONARPUR MUNICIPALITY
958,West Bengal,Kolkata,Salt Lake
959,West Bengal,Kolkata,Sodepur
960,West Bengal,Kolkata,STATION ROAD
961,West Bengal,Kolkata,Thakurpukur
