category_id,category
2215,Gudbud Sundae Jars (Serves2)
2216,Dry Fruit Sweets
2217,Snacks&Starters
2218,Pulao[s]
2219,Chicken biryani recipe
2220,Chinese Appetizers (chicken)
2221,BOOM Double
2222,I Love Chocolates
2223,Peri Peri Alfahm Mandi
2224,Fish thali
2225,The Cherith Special
2226,Combo Offer
2227,Chicken Feast
2228,Dum Biryani Thali
2229,Korean Momo (Newly Launched)
2230,Biryanis
2231,Regular Cakes
2232,Breakfast Special Combos
2233,Pasta Delight
2234,Coffee And Milkshakes
2235,"Pocket friendly, ready to eat homemade meal"
2236,Veg Wrap
2237,Fastfood
2238,Mini Bowls
2239,IPL special Offers & Value deals
2240,Kaada Special
2241,Dnb Happy Combo
2242,Champagne
2243,New Launches
2244,S P Katiyavadi Sabji
2245,Indian (Non Veg) Cuisin
2246,Korean Momo
2247,Ice Cream Waffle Cones
2248,Super Bowls
2249,Between The Breads
2250,Dream's Combo Meals
2251,Assorted Mithai Gift Box
2252,Speciality Pizza
2253,Shawarma Pita Wrap
2254,Papad & Salads
2255,Balanced - Dinner
2256,Delicious Sides
2257,Morning Breakfast @ Gwalia
2258,Sliders
2259,Diwali Crackling Combos
2260,Smoke Your Meat
2261,RICE BOWLZ
2262,Soda
2263,Loaves
2264,Pan Asian Cravings
2265,CheeseNPaneer Extravaganza
2266,Baked by Nini's
2267,Thukpa [Noodles Soup]
2268,Choice of Rice
2269,Special Cream
2270,Vendor Coffee Beans
2271,Paneer Curry
2272,Seasonally
2273,Chicken (Gravy)
2274,Multi Cuisine
2275,Cake [500 Gm]
2276,GARLIC BREADS & MORE
2277,Cupcakes
2278,Sugar Free Cake And Chocolate
2279,Cake Slices & Desserts
2280,Tea
2281,Upvas Snacks
2282,Pork Special
2283,Brack fast
2284,Mexican rice
2285,Dosa Masala
2286,Break Fast Maniac
2287,Western Mains
2288,Tea and Coffee
2289,DESI CHINESE STARTERS
2290,GBC Sweet Tooth
2291,Mutton And Fish Indian Main Course
2292,Sizzlers
2293,Sandwich Varieties
2294,Gujarati Fix Thali [Jain Not Available]
2295,Special Namkeen
2296,CHINESE GRAVY
2297,Mughlai Main Course
2298,Goila Butter Chicken X Biryani by Kilo
2299,2X Cheese Pizza
2300,Side Dishes
2301,Bread Basket
2302,Mango Specials
2303,Donuts
2304,Fruit Falooda
2305,Viral Dubai Chocolate Special
2306,Puff
2307,Metal Handi - Shaan Biryani (Serves 2)
2308,Tikka Non Veg Staters
2309,Ottappams
2310,Tarka
2311,Chilli Chicken Rolls
2312,Swiggy Exclusive
2313,Summer Combo Kulfi
2314,Pizza.
2315,Wings
2316,Viennoiserie
2317,Veg Simply Pizza
2318,Juice and Shakes
2319,Ice creams by Globo
2320,All Time Favourite Combinations
2321,Salad & Raita
2322,Summer Coolers
2323,Tandoori Se
2324,Kothu Parotta Corner
2325,Desserts and Sweets
2326,Salad in Style
2327,Pancakes  And Waffles
2328,Hydrabadi Spl. Lassi
2329,Harley's Signature Medovik Pastry
2330,Super Rolls
2331,The Chinese Delights
2332,Premium Dry Cakes & Muffins
2333,Snacks [ No Onion & No Garlic]
2334,Quick Bites Combos
2335,Papad Raita
2336,Indian Breads N Rice
2337,Sweets
2338,Family Meal Box (serves 4 To 6)
2339,Eat At Desk Meals
2340,Raita /salad
2341,Handi Special Wholesome Rice Bowl
2342,Bruschetta and Toasts For Bread Lovers
2343,Tikka Kababs Lovers
2344,Indian Traditional Dal & Vegetable
2345,Special Chicken Bucket
2346,Ice Creams In Cup
2347,Shakes
2348,Tandoor Starters
2349,Sundae
2350,Kuch Meetha Ho Jaye
2351,Thenthuk (Soup With Short Noodles)
2352,Phing Thang (Transparent Noodles)
2353,Salad & Corn
2354,Sausage
2355,Naan /Roti and Paratha
2356,Confectionery Cake
2357,Roti
2358,Thali & Combos
2359,Pickle Mania
2360,Paratha  Naan And Chapati
2361,Chinese Chicken Main
2362,Wrap Of The Day at 169 (Thu)
2363,Specials Of The Month
2364,Cheese Burst Burger Meals
2365,Dry Fruit Cans
2366,Holi Special Namkeens
2367,Korean Spicy Range
2368,Chinese Delight
2369,RICE NON-VEG
2370,Winner winner chicken dinner
2371,Burger Combos ( 3 Pc Meals )
2372,Murukku Festival [o]
2373,Royal Curries & Breads
2374,Supreme Pizza
2375,Chinese  Meal Box
2376,Egg Roll
2377,Chocolate boll
2378,Indian Selections
2379,Cafe Aurora Combo Special
2380,Special Local Dishes
2381,Special Biryani
2382,Snacks and Chaat
2383,Basket
2384,Snacks And Combos
2385,Chicken Soup
2386,Mains (non-veg)
2387,North Indian Main Course
2388,Indian Fusion Cakes
2389,Chocshakes
2390,Juice & Shake
2391,Amrit Festival Special
2392,Cups (100 ml)
2393,Breads & Papads
2394,Indian Gravy
2395,Veggies Seafood Special
2396,Noodles Items
2397,Lassi
2398,Rice Bowls With Drink
2399,Burger Wraps (Extra Crunch)
2400,South Indian Thali
2401,Sada Dosa
2402,Punjabi Breads
2403,Palaaram Frozen Snacks
2404,Alfaham
2405,Hot Teas
2406,Chicken Shawarma Roll Combo
2407,South Indian Dishes
2408,2PC Breakfast Meal
2409,Rolls & wraps
2410,Burrito Bowls
2411,All-New Sundaes
2412,Meal For 2
2413,Keema Items ( Sha Ma-Kup)
2414,Smoked pork
2415,Gourmet Veg Pizzas (11 Inch/14Inch)
2416,Poha
2417,Match Day Combos
2418,Keto Currys & Indian Breads
2419,Tubs (500 ml)
2420,Freindship Day Special
2421,Beginning Tasters
2422,Non Veg Chicken
2423,Chicken Shawarma Meal With Fries
2424,Korean Spicy Fest(Limited Time Only)
2425,Whole Wheat Sandwiches
2426,Salad Papad
2427,Tandoor Tawa
2428,Poster & Photo Cakes
2429,Alfaham Mandi
2430,Haldiram Specialities
2431,Combos Items
2432,Pav Meals@99
2433,Timeless Collection Desserts
2434,Chicken Special
2435,Tea N Snacks
2436,Combo and Meals
2437,Veg Wraps And Kathi Rolls
2438,Double Down Burger
2439,Sundae Ice Cream Tubs (100 Ml)
2440,Fruit Milkshakes
2441,Chicken and Roti Combo â€œNewly Launchedâ€
2442,IN BETWEEN BREADS
2443,Summer Specials
2444,"Sandwiches, Burgers"
2445,Raita
2446,Boneless Chicken
2447,Chinese Main Course
2448,Cookies & Namkeen
2449,Namkeens - Namak Ishq Ka
2450,Veerji Special Biryani
2451,Dum Mast Biryani
2452,Sabziyaan
2453,Recommended
2454,Deserts
2455,Taco's
2456,Day Special Dosa
2457,Tacos
2458,Cupcake Milkshake
2459,Value Meals - Newly Launched
2460,Noodle
2461,Whatâ€™s New
2462,Swiggy Exclusive Combos
2463,Sandwich Bar
2464,No Onion No Garlic
2465,Salad & Curd
2466,Chilly
2467,Big savings combo
2468,Lite And Wholesome
2469,Waffles
2470,Indie Wraps
2471,Gourmet Ice Cream Tubs
2472,Fries
2473,Rice Bath
2474,Tiffin Combo
2475,Gurukripa Special Meal & Thali
2476,Round The Year
2477,Burrger & Sandwiches
2478,Fry rice
2479,Breakfast Under 80/-
2480,Fresh Fruit Juice
2481,SUMMER COMBOS
2482,Pakodas (8 Pcs.)
2483,Char Ka Dum
2484,Lunch Combo
2485,cham cham
2486,Mandi
2487,Thukpa (Soup With Noodles)
2488,Chicken quater
2489,House Of Tandoor
2490,Item
2491,Multi Pack Combos [FREE Coke & Choco Lava worth...
2492,Millet Stuffed Paratha
2493,Must Try
2494,Sabji By Kg
2495,Momo on Wow! China - Newly Launched
2496,Premium Pastry
2497,Dip Box
2498,Japanese Ramen
2499,Soups
2500,Value Meals starting at 259 (Serves 1)
2501,Pikwik Kathi Rolls
2502,Fish
2503,Food Pack Lunch
2504,Maggi's World
2505,Indian Chicken
2506,NOODLES VEG
2507,Veg Speacial Pizzas
2508,( Chinese)
2509,Eggless
2510,Non Veg Chicken Dish
2511,Momos Platter
2512,Chicken Popcorn
2513,Rumali Roti Thali (New)
2514,"Chicken Rolls [Big 9""]"
2515,Desi Rice Bowls
2516,Pizza And Burgers Combo
2517,Double Topping Pizza
2518,Northindian Breakfast
2519,Mutton thali
2520,Flash Sale Deals
2521,Dry Fruit
2522,Ice Cream Shrikhand
2523,Desi Ghee Namkeens
2524,Chatpata Tadka
2525,Hyderabadi Biryani ( Single Portion)
2526,"Rice Pulao, Biryani"
2527,Sandwich and Burger
2528,Bread Naan
2529,Party Menu for 10pax
2530,Paneer Combos
2531,Dal And Khichdi
2532,Handi Chaap
2533,Premium Hot Chocolates
2534,Gourmet Desserts
2535,Kolkata Dum Biryani
2536,Special Occassion Wali Thalis
2537,Soup & Shorba
2538,Soup & Salad
2539,Indian Non Veg
2540,Tawa Kebab
2541,Tandoor E Snacks
2542,Risotto
2543,Korean Appetizers
2544,Indian Pork
2545,Egg
2546,Chai Bite
2547,Oh! Saucy (Newly Launched)
2548,Rajasthani Specials
2549,Makhani Gravy Momos
2550,Assorted Modak Boxes
2551,Fruit Salad Icecream
2552,Indian Staples
2553,Bulgogi
2554,Salad
2555,Shakes & Smoothies
2556,Special Item
2557,Cakes 1/2 KG
2558,Desi Chais-New Launch!
2559,Special Bengali Sweets
2560,High Protein Burgers
2561,Indi Pastas [Makhni Sauce]
2562,Tea Cake
2563,"BREAKFAST, MAGGIE, PASTA & ALL DAY QUICK MEAL"
2564,Festival Special
2565,Thalis & Combos
2566,Cholley Bhature And Pav Bhajji
2567,Kulfi Rabdi
2568,Raitha
2569,Tea time
2570,Matcha Oasis Refresher
2571,Healthy Dessert
2572,Salads & Raitas
2573,French Fries & Munchies
2574,Epic Combos [FREE Coke & Choco Lava worth Rs.120]
2575,HOME MADE SPREADS
2576,Special Gift Hampers
2577,Open Item
2578,All The Way From China
2579,WONTON
2580,Bbq Skewers
2581,"Vegetarian Tandoor, Indian & Chinese Starters"
2582,World'S Cuisine
2583,Starters
2584,Fresh Salads
2585,Bti Specials
2586,Bhaji & Pulao
2587,Lunch Dinner
2588,Choice Of Dal
2589,Chinese Special Snacks
2590,Cheezy Rice Pot
2591,Mango Special
2592,South Indian Delights
2593,South Indian Food
2594,Makar Shankranti Specials
2595,Crushers
2596,Croissant
2597,Bakers Namkeen
2598,Mithaa's
2599,Classic Desserts
2600,Main Course South Indian
2601,Chowmeins
2602,Coffee Time
2603,Classic & Nuts Ice Creams
2604,Chineese
2605,Chowmein
2606,Signature Combos
2607,Special Masala Dosai
2608,Hottest Varieties 1 Plate Online
2609,Special Magic Momos
2610,BIG FAT WINGS
2611,Wazwan
2612,Mix Soup
2613,Freakshake (500 Ml)
2614,LATE NIGHT SPECIALS (STARTING AT 199)
2615,Mini Pancakes
2616,Bucket Biryani (Serves 4)
2617,Deluxe Thali (New)
2618,Fried Chicken - Glazed Korian Hot & Spicy
2619,Impulse
2620,Stuffed Paranthas
2621,Chinese Rice & Noodles
2622,Cheese Blast Burgers
2623,Prawns Main Course
2624,Patty
2625,Detox Tea
2626,North Special Dishes
2627,Ganesh Chathurthi Specials
2628,Value Range Combos
2629,Bowl
2630,Royal Daawat Biryani
2631,Veg Chinese Rice And Noodles
2632,Assorted Snacks
2633,Noodles Large
2634,New Arrivals
2635,Pesarattu/ Uthappam
2636,Flash Sale - 50% Off
2637,Burger & Sandwiches
2638,Chicken Dry & Gravy
2639,Pav Bhaji & Bhatura
2640,Rokali Combo
2641,Non Veg Footlong
2642,Pure Soya Veg Special Tandoori Items
2643,Extra Cheese
2644,Indian Zayka
2645,Mini Rice Bowls @100
2646,All Day Food
2647,Chinese Starters (non-veg)
2648,Pastries Room
2649,Noodles And  Rice
2650,Mini Roastery Favourites
2651,Chinese Appetizers (paneer)
2652,Chilli Noodles
2653,Paneer Special
2654,Mandhi
2655,Warps N Sandwich
2656,Seafood Mains
2657,All Time Favourite
2658,Alfredo Pastas [White Sauce]
2659,Brownie
2660,Kabab Keema
2661,Senior Veg Burger
2662,Punjabi paneer khajana
2663,"Rice, Papad & Raita"
2664,Jar Cookies
2665,Non Veg Meals
2666,Authentic Recipes
2667,Noodles Bowl
2668,Chilli & Gravies
2669,Coffee Starts @99
2670,Farsan
2671,"Combos, Thali And Platters (1)"
2672,Special
2673,Bite Box
2674,Appetizers
2675,Economy Meal
2676,Non Veg Combos
2677,Classic Pizza Regular
2678,So Southy Rice
2679,Ice Creams [ No Added Sugar ]
2680,Cake (500 Gm)
2681,Fried Rice House
2682,Sumthing Soupy
2683,Mutton Dishes
2684,Sweet Bakes
2685,Egg Special
2686,Biryani Items
2687,Sugarfree Healthy Desserts
2688,Extra Bar
2689,Ratna Tiffin Specials
2690,Meat Items
2691,Beef Shawarma
2692,Fresh Lemon Flavour
2693,Dhokla
2694,Sorbet Ice Creams
2695,Cold  Drinks
2696,Burger Hits
2697,Pocket Thali
2698,VEG BURGERS MEALS
2699,Veg soya chaap
2700,Avarebele Mela Specials
2701,Doughnuts
2702,Spicy Buffalo Chicken Wings
2703,450 ML Ice Cream Tubs (Serve 4-5)
2704,Indian Traditional Egg
2705,Dum Biryanis
2706,New Beverages
2707,Pies & Tarts
2708,Non Veg Chinese Staretrs
2709,New Chicken Wings
2710,Thali
2711,Irresistible Eclairs
2712,Sugar Free Sweets
2713,Bti Dosa
2714,At Home- Instant Coffee
2715,Simply Pizza
2716,Bread And Naan
2717,Non-Veg Homely - LIGHT MEAL
2718,Hot Dog & Burgers
2719,Bento Box
2720,Mocktails And Shake
2721,Bestsellers
2722,Round The Clock
2723,Sath Sath
2724,Paratha Corner
2725,Tiffin's Drinks
2726,Phat Burger
2727,Veg Special Pizza
2728,Breads & Buns
2729,Indian Main Course Egg
2730,Sashimi
2731,Hot And Crisy Chicken
2732,Indian Thali
2733,Burger & Fries
2734,Pasta N Rice
2735,Oh-so-Cheesy (New Launch)
2736,Veg Mughal Biryani
2737,Vegetarian Main Course Indian
2738,Vegan
2739,Quiche
2740,Hot Chocolates
2741,Chilli Garlic Fried Rice
2742,Indian Main Course (chicken)
2743,Burger or Hot Dog
2744,Super Saver Combo
2745,Immunity Boosters
2746,Honey Alfahm Mandi
2747,Tadka
2748,Handi Mushroom
2749,Homemade Soups
2750,Spl. Sweet Of The Day
2751,Rotis
2752,Cookies & More
2753,Namkeen @ Rs. 79
2754,Stuff Paratha
2755,Munchies's special
2756,Khichu
2757,Egg Starter Hub
2758,Thick Juice
2759,Tibetan Delicacies
2760,Festive Gifting Specials
2761,Mushroom items:
2762,Breakfast Box
2763,Supreme Regular Pizza
2764,MEAT
2765,Avil milk with ice-cream
2766,Tarts And Eclairs
2767,Veg Fried Rice Chicken Curry Combo
2768,Fried Rice / Chicken / Pork
2769,Wraps
2770,Ganesh Chaturthi Special
2771,Crunchy Value Sides
2772,GBC Mini Meals
2773,Giant Burgers
2774,Snacks And Bakery
2775,Uramaki Rolls(8pcs)
2776,Sides And Snacks
2777,Special Snacks Bar
2778,Cold Brew
2779,Street Style Indian Snacks
2780,Dry Fruits
2781,Garam Sweets
2782,Birthday Special
2783,Sushi (Uramaki)
2784,Tandoori Breads
2785,100 ml Ice creams
2786,2 Value Biryanis @ 99 each
2787,Sinful Desserts
2788,International Wraps
2789,"Rice, Biryani & Butter Khichadi"
2790,"Breads, Dry Cakes & Biscuits"
2791,Egg Omelette
2792,Meal & Combo
2793,Burgerwich
2794,Hot
2795,Fries & More
2796,Economy Meals
2797,Pie
2798,Mughlai
2799,Main Course Sea Food
2800,Rice Lunchbox
2801,Midnight Munchies at 199
2802,Wholesome Khichdi
2803,Best Of Raita
2804,Weekend Combo
2805,Poha & Upma
2806,Snacks Light Munchies
2807,Honey chilli potato
2808,SPECIAL GHEWAR
2809,Loly Pop Indian Gravy
2810,Crusher
2811,Chai Breakfast Combos
2812,Chicken Fried Rice
2813,Steam and Fried Momos
2814,Jain Menu
2815,Barish Combo
2816,Shravana Month Specials
2817,Chola Bhature
2818,Rice Specials
2819,Pakora
2820,Ganesh Chaturthi
2821,Evening Specials[Bv]
2822,Soup Menu
2823,Rice Items/ Chapathi
2824,Gift Box
2825,Ras Sweets
2826,Rajasthani Special
2827,Vegan Ice Creams
2828,Yogurt's Raita
2829,Wazwaan
2830,Chinese Vegetarian Items
2831,Cheese Burst - 3 New Flavours
2832,Pav Bhaji
2833,Fresh Varieties 1 Plate Online
2834,Diwali Gifting
2835,Duets By Steaming Mugs (combos)
2836,Freshly Scooped Tubs
2837,Exotic Fruits Ice Creams
2838,Juices
2839,Gourmet Series (Non Veg)
2840,Keto Sandwiches
2841,Fresh New Cookies
2842,Khari/Puffs
2843,Delicious Rolls [With Gravy]
2844,Mutton Tukpa
2845,Snacks [si]
2846,Szechuan Noodles
2847,Chilly Garlic Noodles
2848,PITA POCKETS
2849,Vadas
2850,Dal & Sabzi
2851,Mac & Cheese bowls by The Good Bowl
2852,Tiffin Box
2853,Tandoori Momos
2854,Baked Items
2855,Wraps & Rolls
2856,Shakes(o)
2857,Gyoza Japanese momo 7pcs
2858,1 + 1 BOGO Biryani at 179 Each
2859,Harley's Gourmet Celebration Cheesecakes
2860,K-Town Sauces on Side (50 Ml)
2861,Sides & Accompaniments
2862,Makhana
2863,Shuruwat
2864,Sweet Crepes
2865,Coffee & Shakes
2866,Tandoori Roti(Breads)
2867,Vada
2868,Idly Varieties
2869,Desi Ghee Sweets 1kg
2870,Andhra Variety Rice
2871,Premium Celebration Cakes
2872,In-the-house-chef-special
2873,Chinese Veg Starter
2874,PAAN
2875,Hot Special Flavorful Beverages
2876,Chinise Snacks
2877,"Roti, Naan, Paratha & Kulcha"
2878,Holi Special
2879,Noodles Regular
2880,Pestries
2881,Asian Curries- Served With Japanese Rice
2882,Breakfast ( Non- Veg)
2883,Local taste of manipur authentic
2884,Mimi Singzu
2885,"SCHEZWAN RICE,"
2886,HOT & CRISPY CHICKEN & WINGS
2887,Coffee Sundaes
2888,Value Bowl
2889,Pocket Friendly Meals
2890,Extra Tiffin Itmes
2891,Punjabi Main Course
2892,Sea Food Appetizers
2893,Refreshing Mukhwas by Om Sweets
2894,Naan Aur Rotiyan
2895,Curd
2896,Mutton-Fish
2897,Rice / Pulao
2898,Salad And Soup
2899,Crazy Deals
2900,Antera's Fusion
2901,Special Combo -Meal
2902,Indian  Non Veg
2903,Signature Paneer Rolls
2904,Cool Smoothie
2905,Cutlet
2906,Chocolates
2907,Burger Wraps - The No Mess Express
2908,"Mutton Rolls [Big 9""]"
2909,Gourmet Cheesecake Ice Creams
2910,Soft Beverage
2911,Puri
2912,Rice varities
2913,Open Fire Grill
2914,Yummy Rolls
2915,Chocolate's
2916,Mushroom Special
2917,Biryani / Pulao
2918,Snoosh specials and milkshake combos
2919,Other Items
2920,Pav Bhaji Plate
2921,Finely Baked Cheesecake Pastry
2922,Fresh Dairy
2923,Salads Bowl
2924,Single Topping Cheesy Pizza
2925,North Meals
2926,Rakhi Spl Gift Hamper
2927,Buttermilk (dahi)
2928,Rolls And Chilli
2929,Noodles House
2930,Full Plates
2931,Non Veg Bites
2932,Seafood with rameyeon
2933,Chocolate Ice Creams
2934,Party Combos [FREE Thums Up & Choco Lava worth ...
2935,Macaroons & Donuts
2936,Mini Pack
2937,Ghee Special
2938,Soup Veg
2939,Soan Papdi
2940,Biryani  and Rice
2941,Beverage Combo
2942,Indian Starters Small
2943,Belgian Waffles
2944,Ice Cream (2 Scoops)
2945,Special  Dish
2946,Savour The Sea
2947,Mixed Chow
2948,Chicken Momos [6 pieces]
2949,Barish special Slice Kulfi IceCream
2950,Namkeen products
2951,Thali/ Meal Boxes
2952,Kebabs & Tikkas
2953,Family And Party Pack Combo
2954,Omelettes
2955,Mezze (appetizers)
2956,Chaat Street
2957,Chinese Rice
2958,Condiments
2959,Chinese Combos
2960,Evening Special Combos
2961,Packaged Snacks
2962,Gourmet Non-veg Pan Pizza
2963,Sweet Ending
2964,Juzeup
2965,Olio X PHAT - Sides & Fries
2966,Signature Sweets
2967,Janmashtami Specials
2968,Fish Special
2969,Slush
2970,Garvy
2971,BOOM Gourmet
2972,What?s New
2973,Intox
2974,Meals @100
2975,Basundi
2976,Homely Combos
2977,Rakhi Special Assorted Sweet Box
2978,Veg Seasonal
2979,Kuch Meeta Ho Jaye
2980,Cold Beverage
2981,Bevarage
2982,Corn salad
2983,Fusion Mac & Cheese Bowls
2984,Chef's Special 4in1 Pizza
2985,Cakes [1 Kg]
2986,South Indian Special
2987,Executive Meals
2988,Premium Chaat By Karigari
2989,Easy bites
2990,Tit Bits
2991,Dry Chicken
2992,Instachef Papad Range
2993,Chicken momo
2994,Non Vegetarian Delights
2995,All Time Breakfast
2996,Gravies
2997,Fruit Bowl
2998,Kids Friendly Millet Noodles
2999,Curd Dahi
3000,Gravy With Bones
3001,Non Veg Indian
3002,Valley vista special august combo
3003,Tandoor & Kebabs
3004,Loaded Fries
3005,Non Veg Thali
3006,Gluten Free Desserts
3007,Single Item
3008,Bowls
3009,WE Combos [FREE items upto Rs.280]
3010,Anjappar Super Combos
3011,WRAPS AND MEALS
3012,TSS Signature Sandwich
3013,Chillers
3014,Vegetable Dosa's
3015,Wada
3016,Sandesh
3017,Mix Box
3018,For Khichdi Lovers
3019,Everyday Meals For One
3020,*New* High-Protein Roti Meals
3021,Solo Tub [140 ML DoubleXL Scoop]
3022,Milkshakes
3023,Basque Cheesecake
3024,Gujiya
3025,Breakfast Bestsellers
3026,Khakhra
3027,Guilt Free Shake
3028,Veg Paratha Bowls
3029,Shravan Special Curd Rice
3030,Accompaniment
3031,Strarters
3032,Mutton Kebab Roll
3033,Kom Special Momos
3034,Veg Special Rolls
3035,Tea Time Block Cake ( Slices)
3036,Cafe Aurora Pizza
3037,Chai Pe Charcha
3038,Paratha Lunchbox
3039,Chocolate Candies
3040,Barfi
3041,Shake
3042,Eggs and Omelettes
3043,Squizza / Pizza
3044,Chicken Curry
3045,Malai Chicken Roll
3046,Morning Breakfast
3047,Kashmiri Speciality
3048,Burgers & Wraps
3049,Snacks Bucket at 199
3050,Maha Matka kulfi
3051,Breads and Rice
3052,Uttappam
3053,Fusion Mithai Collection
3054,Statars
3055,GBC Special Rolls
3056,Mughlai Paratha
3057,Veg Pasta
3058,Dal Ka Bahar
3059,Italiano Pizza
3060,Asian Starters
3061,Cheesy Pizza Mania Box
3062,Desserts.
3063,Traditional Classic Pizza Non Veg
3064,Main Course Regular
3065,Kids Choice
3066,Momo Items
3067,Continental & Italian
3068,"Rice, Breads & Biryani"
3069,North Indian Rice
3070,Indian Mains
3071,Small Desserts
3072,Pasta (Durum Wheat)
3073,Regular Dosa's
3074,Indie Chini
3075,Non Veg Momos
3076,Sea Food Main Dishes
3077,Shawarma Thali
3078,Beverages and drinks
3079,House Special
3080,Chole Bhature
3081,Chicken Momos
3082,Veg Soups
3083,Tandoori Roti
3084,Thepla
3085,Hottest Varieties
3086,Chicken Manchurian
3087,Soya Chaap Main Course
3088,Finger Licking Bbqs
3089,Ganesh Chaturthi Festive Combos
3090,Prepack Sundae
3091,Cold Beverages
3092,All Day Breakfast
3093,Classic Tea
3094,Makhan Bhog Sweets
3095,Main Course Combos
3096,Chinese Items ( Noodles)
3097,Egg Main Course
3098,Healthy Drinks
3099,Malgaipodi dosa
3100,Gujarati New Launch (jain Not Available)
3101,Far Eastern Rice And Noodles
3102,Mushroom Noodles
3103,Dal Aur Chawal
3104,Nammura Benne
3105,Desert
3106,Cris Combo
3107,Grilled Sandwiches
3108,South Indian  Breakfast
3109,Channa
3110,Juice and coffee
3111,Korean Snacks
3112,Rolls And Wraps
3113,Protein Plus and Burgers with Millet Bun
3114,Peri Peri Momos
3115,Paratha Tandoori Combo
3116,Kalakand
3117,Rasgulla / Gullab Jamun / Rasmalai
3118,Juices Exclusive
3119,Rava Plain
3120,Healthy Khichdis
3121,Brownies & Lava Cakes
3122,"Pizza 10"" Neapolitan Style"
3123,Non Veg Soups
3124,Non Veg Main-dishes
3125,Gift Sweet Boxes
3126,Risottos
3127,Todays Special
3128,56 Bhog
3129,Jalebi / Imarti
3130,Street Food Specials
3131,Today's Special
3132,Egg Soup
3133,Chilli
3134,Vegetarian Starters & Special Pulao
3135,Food For The Soul
3136,Samosa
3137,Momos 10 pcs
3138,Gravy Section
3139,Signature Biryani
3140,Hampers
3141,Chicken Wings and Tenders
3142,Burfee Collection
3143,Sidekicks and Pasta
3144,Award Winning Thali [Make Your Own]
3145,Idli & Vadas
3146,"Combo""s"
3147,Seafood Items
3148,DEJA-VU SEA FOOD
3149,Main Course Naga Curry
3150,Haleem Specials
3151,Mutton Biryani
3152,New Flavour Cupcakes
3153,No Sugar Ice Cream Cups
3154,Pocket Friendly Breakfast
3155,Pizza & Burger
3156,Snacks Evening
3157,Healthy Snacks
3158,With Ice Cream
3159,North Indian [ No Onion & No Garlic]
3160,Drinks & Desserts
3161,Pizzas & Bruschettas
3162,Combos For Twis
3163,Janmashtami Special Falahari Sweets
3164,Wrap Of The Day at 169 (Fri)
3165,Sandwiches & Rolls
3166,Tea And Snacks
3167,Green Chillies Starters Dishes Veg
3168,Continental Veg
3169,WeFit Multigrain Sandwiches
3170,Bengali
3171,Ice Cream Shakes
3172,DAHI KE SHAUKEEN
3173,Handy chicken
3174,Rice & Noodles
3175,Single Donuts
3176,Kaju Ki Sabji
3177,South Indian Meals
3178,Mini Cakes (150 Grams - Names Not To Be Written On Cake
3179,Thali From Shreelal
3180,Refreshers
3181,Fresh Juice & Shakes
3182,Non Veg Items
3183,Chef's Special Assorted Platter
3184,THAI FOOD
3185,Belgian Frappe
3186,Extras
3187,Original Non-Veg Main Course
3188,Chettinad Varities
3189,Tiffins
3190,Gelatos
3191,Tikka Veg Staters
3192,Chaat Ka Galiyara
3193,Paneer Items
3194,Cafe aurora glass noodles
3195,Value Meals (Save Upto 47%)
3196,Special Dishes
3197,Premium Cheesy Mania (100% Dairy Cheese)
3198,Ghee Special  Dosa
3199,Mutton (Gravy)
3200,Authentic Turkish Baklava
3201,Smoothies And Lassi
3202,Goan Bhaji
3203,Tibetan Thukpa
3204,Chinese Traditional Prawn
3205,Tacos (cheese) 3 piece
3206,Cakes
3207,Mexican Burrito Bowls
3208,Mango Mania
3209,COLD BEVARAGE
3210,Popsicle Chocolate Icecream
3211,Bread Slice
3212,Indian Main Course (non-veg)
3213,Tandoori And Fry Veg
3214,Momo Platter 16 Pcs
3215,Snacks & Starters
3216,Pure Veg
3217,Premium Cheese Mania
3218,Lunch & Rice
3219,Choice di dal
3220,Veg Indian Dawat-E-Lazees
3221,Cake [1 Kg]
3222,Gimbap Korean
3223,Traditional Dosa
3224,Choc Shakes
3225,Dosas
3226,Everyday Classics
3227,Wow! Kulfi  Dessert
3228,Sundaes
3229,Dosa's
3230,Breakfast Meals
3231,Chilli Special Veg
3232,Rusk
3233,Biryani Feast Thali
3234,Signature Dough Balls
3235,Festive Special Gift Hampers
3236,Guiltfree Desserts
3237,Jolbhara / Talsash
3238,Premium
3239,Shakes And Smoothies
3240,Brewers Choice Burgers and Wraps
3241,Rice / Accompaniments
3242,Cups
3243,Thick Pizza
3244,All Time South Indiian
3245,Raita & Papad
3246,Mandi Rice
3247,Oriental  Rice N Noodles
3248,Baked Cheese Pastry
3249,Rakhi Special Hampers
3250,Grits n gravy special non veg combos
3251,Indian Main Course (fish & Prawns)
3252,Garlic Chicken
3253,Rolls & wrap
3254,Cinnamon Rolls - Bite Size
3255,Chicken Burgers
3256,Desi Starters
3257,Large Plates
3258,Rasgulla Factory
3259,Meal For One-all
3260,Shravan Special
3261,Harley's Sweet Home Assortments
3262,Celebration Cakes
3263,Mixed Masala Dosa
3264,Toastie
3265,Noodlesss
3266,Hk Chef Special Biryani
3267,Family And Friends Combos
3268,Biryani Fest
3269,Chicken chowmin hakka
3270,Puri Sabji
3271,Waffle Cakes
3272,Arabian Grill & Shawarma
3273,Breakfast @ 149
3274,Mutton Mandi
3275,Non Veg Chinese
3276,Garlic Corner
