category_id,category
1150,PUDDING
1151,Summer's THANDAI
1152,Non Veg Dishes
1153,Lambs
1154,Soft Drink
1155,Indian Traditional Fish & Prawn
1156,Chop Suey
1157,Non Veg Starter
1158,Lunch / Dinner Delicacies
1159,Dessert And Beverages
1160,Gift Hamper
1161,Continental Bowls
1162,Iced Coffee
1163,B2g1 Special Offer
1164,Footlongs
1165,Khazana-E-Basmati
1166,Sparkles
1167,"Paneer Rolls [Big 9""]"
1168,Cupcakes By CakeZone
1169,Special Combo
1170,Kid's Speical
1171,Old Classic Sandwich
1172,Non Veg Burger
1173,Beverages (cold)
1174,Evening Special
1175,South Indian Items
1176,Punjabi sabji
1177,Starter Non Veg
1178,Asian
1179,Tandoori Veg
1180,Craft Hot Chocolate
1181,Extra Value Meal Large
1182,Fancy Modak
1183,Chulhe Ki Roti
1184,(Pasta)
1185,Biryani and Rice
1186,Katakia Special
1187,Hand Scooped 750 ML Family Pack (Serve 6-8)
1188,Combos & Meals
1189,Paneer In Gravy
1190,Egg Main Course & Starters
1191,Nuts & Dry Fruit
1192,Premium Pizza Regular
1193,Namkeen & Savoury Snacks
1194,Fathers Day Special
1195,Summer Special Beverages
1196,Mithai Special Cake
1197,Red Chillys Combos
1198,Non Veg Staters
1199,Mushroom Fried Rice
1200,Burgers And Sandwiches
1201,Roll Call
1202,Shuruat Yahan Se
1203,Indian Soups
1204,Biscuit
1205,Deserts & Pastries
1206,Egg Gravy
1207,Chicken Starter
1208,Green Veg Curries
1209,Al Faham
1210,Pav
1211,Special Biryani's
1212,Temptation Cookies
1213,Veg Indian
1214,Desserts & Drinks
1215,Exclusive Combos
1216,Double Trouble Burgers
1217,Burgers & Parcels
1218,Paratha With Sabzi Combos
1219,Non Vegetarian
1220,Bento Meal Box
1221,Mutton Starters
1222,Korean Donut
1223,Just Bites
1224,Mowraps
1225,Breakfast for Veggies
1226,Khari And Toast
1227,Noddles
1228,Chaap In Gravy
1229,Indian Rice Veg
1230,Chinese Items ( Pulao)
1231,Kebab Corner
1232,Mithai Collections
1233,"Coffee, Tea  & Milo (Hot & Cold)"
1234,Veg Three Pizza
1235,Satvik Dishes
1236,Menu @ 99
1237,Veg Single Pizza Mania
1238,Hut CafÃ©
1239,Chinese Starters
1240,Tea-Time Snack Packs
1241,Veg Pizza Combo
1242,Rice Specialties
1243,North  Indian
1244,Pulao & Rice
1245,Canned Beverages
1246,Kathi Rolls
1247,Swiggy Combos
1248,Pastas & Burgers
1249,Food
1250,"Uggani,vada & Poori"
1251,Ganpati Special [N]
1252,Non Veg Biryani
1253,Kathi Roll's
1254,Shake mocktail
1255,Power Kichdi
1256,BonBons
1257,Dry Vegetables
1258,Soan Papdi Collection
1259,Maida Namkeen
1260,Mini Tiffin Meals
1261,Premium Desserts
1262,Beverages Cold
1263,Mains (veg)
1264,Non-veg Starters
1265,Buttery Mania Veg Pizza
1266,Tandoori Tikka
1267,Potato Twister
1268,Chicken dum full
1269,Special Meals
1270,My Favourite
1271,Juice And Shake
1272,Crispy Fried Chicken
1273,nota
1274,Salad And Papad And Raita
1275,Bachelor Biryani
1276,Chat Pati Chat
1277,Sea Food Starter
1278,Sugar Free Mithai
1279,Fry Starters
1280,Non Veg Special
1281,Mutton Momos
1282,Fried Chicken Strips
1283,Indian Appetizers (fish & Prawns)
1284,Wow! China on Wow! Momo
1285,Gralic Bread
1286,Milk Sweets
1287,Choco Cravings
1288,Papad Salad & Raita
1289,Single Serve
1290,Get Together Combos
1291,Shaan Biryani (serves 2)
1292,Biggie Combos ( Upto Flat 25% Off).
1293,Gathiya
1294,RAKSHA BANDHAN SPECIAL
1295,Celebration Cake Eggless
1296,Non Vegeterian
1297,Angaaron Ki Aanch Se
1298,Snacks Items
1299,Omelette with French Fries
1300,Chicken 4' Season (4 Pcs)
1301,4 Season Combo Hub
1302,Sandwiches & Wraps
1303,MineCraft Meal
1304,North Indian Special Side Dishes
1305,Tarts and Pies
1306,Diwali Quick Picks
1307,House Party Special
1308,SUGARFREE SWEETS
1309,Non Veg Kathi Rolls
1310,Sandwich & Burgers
1311,Rolls Special
1312,Tummy Tuckers
1313,Chinese Traditional Fish
1314,NOODLES NON-VEG
1315,Raan Thai
1316,Bakery Items [o]
1317,Fresh Popcorns
1318,Roll And Sandwich And Maggi
1319,ROLLS
1320,JK Signature Burgers
1321,Everyday Value Meals
1322,Mooligai Dosa Varieties
1323,Persian Table Special Shake And Mojito
1324,Non Veg Rice And Noodles
1325,Wraps And Rolls
1326,Sanghai Noodles
1327,Mutton Main Course
1328,Sizzler
1329,Khaman's
1330,Holi Specials
1331,Rakhi special
1332,Something Sweet
1333,Pesara Dosa's
1334,Kolkata Biryani
1335,Gravy Main Course
1336,Special Dish
1337,Baked Cheese Rice Bowls (Powered by Firangi Bake)
1338,Mathi
1339,Non Veg Fry
1340,Specials
1341,Veg Starter
1342,TBE's World Of Wings Championship
1343,Snacks And Drinks
1344,Salads & Sides
1345,Thali Combo
1346,Chinese Items ( Garlic)
1347,Mumbai Toastie
1348,McSaver Combos (2 Pc Meals)
1349,Meals - Indian Veg
1350,Roasted Dry Fruits
1351,Snacks And Papad
1352,Water& Plate
1353,Chinese   Veg
1354,Classic Cakes
1355,Mutton Mains
1356,Chinese Maincourse
1357,From Deep Fryer
1358,Chaat Section
1359,"Rice, Pulao And Biryani"
1360,Four Course Meal
1361,Soup And Starters
1362,Paratha Combos
1363,Limes
1364,HAKKHA NOODLES
1365,Stuffed Paratha Lunchbox
1366,Stuffed Paratha
1367,Street Sliders
1368,Novelties
1369,Ready To Packs
1370,Kadais
1371,Korean Food
1372,Winter Special Nolengur Items
1373,Biscuits & Cookies
1374,Tawa Kabab
1375,Tikka & Kebab Rolls
1376,Momos 5 pcs
1377,Add On ( Bhaji & Chutney )
1378,300 Ml Ice Creams
1379,Finger Food Bucket
1380,Pan Asian Starters
1381,Chenna Sweets  ( Bengali Sweets )
1382,Chole Bhature Comboâ€™s
1383,Asian Snacks
1384,Extras [si]
1385,Pastry.
1386,Burgerry Pizza
1387,Tea Time Snacks
1388,Monsoon Special / Sawan Special
1389,Fruity Coolers
1390,Gravy Chaap
1391,Home Style Curry
1392,"Cold Iced Coffee,Frappe  Floats"
1393,Veerji Special Mojito
1394,Fish In Gravy
1395,Snacks & Kebab
1396,Pizzmo Special Chicken (New Launch)
1397,Sandwich Grilled
1398,Chakluk ( Thali)(Local)
1399,Dessert Jars
1400,JAIN FOOD
1401,Pasta Fiesta Thursdays (Save 10% Extra)
1402,Pizza & Pasta
1403,MATCHA MENU
1404,Maggi Magic
1405,Chakna... Bottle K Sang
1406,Sticks
1407,Al Faham / Bbq
1408,Medium Pizza
1409,Special Desserts
1410,Nonta / Salted
1411,Waffles And Crepes (bakersestate X Amoruccio)
1412,Gifting And Sharing
1413,High Protein Plates
1414,Amritsari Kulche With Chole
1415,Combo & Meals
1416,Tandoori and Fried Momos
1417,Tandoori Kebabs
1418,Non Veg Combo
1419,Bbq & Grill
1420,Chinese Items ( Keema Items)
1421,Exclusive Deals (Save upto 40%)
1422,Egg Dishes
1423,Veg Soup
1424,Chowmein Special
1425,PERI PERI CHICKEN STRIPS & LEG PC (UP TO 25% OFF)
1426,Momos And Maggi
1427,Lime
1428,Barbeque
1429,Fried
1430,Naga Meals
1431,Curries And Breads
1432,Non-Veg Mughal Biryani
1433,HEALTHY DESSERTS
1434,Retail Items
1435,Non Veg Noodles
1436,Twin Win (Save Upto Rs 70)
1437,Signature Rice Bowl
1438,Fish Items
1439,Taco
1440,South Indian Breakfast Combos
1441,1kg Regular Cake
1442,Tiffin Bliss Bonanza
1443,Hot Drinks
1444,Starters Nonveg
1445,Flavours of  freedom-curated combo
1446,Food Pack Dinner
1447,Desi Ghee Namkeen & Snacks
1448,Chocolate Cake Slices
1449,Extra Side Dish
1450,Thalis & Platters
1451,Kachori
1452,"Pizza, Pasta And Continental Delights"
1453,Vegetables Gravy
1454,Spl. Ice Cream
1455,Drinks Beverages
1456,Tandoor Se Mulaqaat
1457,Fries & Sides
1458,Summer Of 25-New Launch!
1459,Buy 1 Get 1 @ 169 each
1460,"Half & Half Pizzas [Big 10""]"
1461,Fried Rice
1462,Raithas
1463,Bengali Item
1464,Roti&Naan
1465,Paryushan Sp.
1466,Vada Pav
1467,Flat Bread Pizza
1468,Hot Milk Coffee
1469,Creamy Tandoori Momos
1470,Kanti
1471,Sea Food
1472,Rice & Breads
1473,Vegetarian Main Course Chinese
1474,Corn
1475,Handi Special
1476,Raitha's
1477,DESSERTS & BEVERAGES
1478,Khao Suey
1479,North Indian Side Dishes
1480,"Biryani,Rice and Pulao"
1481,Chinese Combo Non Veg
1482,Chicken Thukpa
1483,Tikkas
1484,Mains (serving 2-3)
1485,Non Veg Fries
1486,Classic Momos
1487,Veg Italian E Feast Pizza
1488,China Town
1489,"Combo,Feast Meal"
1490,Chindam Specials
1491,From The Wok
1492,Chicken Starters
1493,Iced Tea
1494,Sweets (Mithai)
1495,Cold Blends
1496,Classic
1497,Todayâ€™s Special
1498,Thai
1499,Shakes (No Added Sugar)
1500,Non Veg Fried Rice
1501,Premium Exotic Pastry
1502,Our-house-roomali-rolls
1503,Ramadan Specials
1504,Shake / Juice (300Ml)
1505,Gourmet Cakes
1506,Thin Pizza
1507,Croissants & Viennoiserie
1508,Bites & Delight Collection
1509,Tea Coffe Drinks
1510,Indian Meals
1511,Gourmet Veg Pan Pizza
1512,Upper Crust Signature Dishes
1513,Grills
1514,Local Bengali Thali
1515,MACRONE
1516,Grilled & Roast (BBQ)
1517,NEW Whopper Deluxe (Reg. Size Bun)
1518,Cornetto
1519,Flavours Of India (New)
1520,Croissants
1521,Anytimers
1522,McCafe
1523,Indian Curd Rice
1524,Sanchwiches
1525,All Day Favourites
1526,Breakfast A La Carte
1527,Dosirak [Thali]
1528,Daily Specials
1529,Azaadi Ke Ladoo
1530,Party Combo [Save Upto 35%]
1531,Pongal
1532,Idly
1533,Chimichurri Burgers & Wraps
1534,Chicken Boneless
1535,Biryani & Rice
1536,Curries & Subzi
1537,Protein Minis
1538,Steamed Momos
1539,Keto Omelette & Eggs
1540,Milk Cakes / Tres Leches
1541,Chai Special (tea)
1542,Chinese Fried Rice Non Veg
1543,Singju
1544,Wrap
1545,Sharing Plates
1546,Hot Items
1547,Pinata Cake ( Hammer Included )
1548,Main Course (north Indian)
1549,Soup Non Veg
1550,Rice Choice
1551,Old Delhi Special Curries
1552,Loaded Nachos
1553,Mava Sweets (khoya)
1554,Summer cool special
1555,Fasting
1556,"Cakes, Muffins & More"
1557,Platters
1558,Chinese BOWLJ
1559,Rakshabandhan Special
1560,Indian Main Course Veg
1561,Kebab's
1562,Platter's
1563,All Time Fav
1564,Kebabs
1565,North Indian Gravy
1566,Classic Bowls
1567,Chicken Main Course
1568,Alishaan Biryani (Serves 4-5)
1569,Custom Combo
1570,Idli Platters
1571,Heart Shape Cake
1572,Pepsi Combos
1573,Accompaninents
1574,Egg Specials
1575,Ice Cream Scoops
1576,Add On
1577,Zayka -Mutton
1578,Rice Meal Bowl
1579,Homemade Spreads
1580,Nag Panchami Specials
1581,Steak Burger
1582,"Chinese, Thai & Orientel"
1583,Biryani Sampler
1584,Cutting Masala Pav Plate
1585,Salad/ Raita
1586,Wraps Special
1587,Momos Combo
1588,Cheese Burst Pizza
1589,Alu/ Baingan/ Bhindi Sabzi's
1590,Meal
1591,Local Delicacy
1592,Janata Meal
1593,Momos & Snacks
1594,BOOM Classics
1595,Garlic Breads
1596,Halal Fried Chicken
1597,Chef Special
1598,Pies and pastry's
1599,Bestseller Combos
1600,Special Main Course
1601,Flavoured Rice
1602,Extra Sides
1603,Cafe aurora kimchi
1604,Jar Cake.
1605,Appam & Idiyappam
1606,Rice Large(c)
1607,Desserts & Puddings
1608,Coconut Special Biriyani
1609,Single Meals Combo
1610,Group Sharing Combos
1611,Combo Meals
1612,Handcrafted Breads
1613,Chinese
1614,Modak
1615,Fresh Fruit Juices & Milk Shakes
1616,70 mm Dosa's
1617,Gangour special
1618,Roti and raita
1619,Thanda & Meetha
1620,"Thin Crust Pizzas [Big 10""]"
1621,Bread/Rice Thali
1622,Non Veg Gravies
1623,Desi Flavour Of India
1624,Sawan Special
1625,Brewn Bite Cafe
1626,Rice/Pulao/ Biryani
1627,Shravan Specials [ss]
1628,Matchdays Epic Deals (upto Rs 308 Off)
1629,Anupriya Bhoj
1630,Pizza Napolitana
1631,Popular Flavours Cakes
1632,Chopsy
1633,Kings Collection ( Premium Burgers )
1634,Biryani ( Serves 1)
1635,Grills & Mains
1636,Scoop
1637,INDIAN CHICKEN ITEMS
1638,Biryani Fried Rice And Noodles
1639,Non Alcoholic Drinks
1640,Sea Food Biryani
1641,Papad
1642,Patties
1643,Shawarma
1644,Snack Bites
1645,Mango Range
1646,Milkshakes and Smoothies
1647,Chiilli Paratha & Idly
1648,Cafe Specials
1649,Sawan Special [Onion And Garlic Free Dishes]
1650,Tandoor & Paratha
1651,Value Fun Pizza @ 100
1652,Veg Fry
1653,Mawa Sweets
1654,Paneer (Indian Cheese)
1655,Handi Palak
1656,Big Fat Salad
1657,Szechuan Rice
1658,Coffee & Beverages (Hot and Cold)
1659,Popeyes Signature Chicken
1660,Frozen Yogurt Bars - Multipack
1661,Indian Veg
1662,Asian Cuisine
1663,Special Burger
1664,Chicken Delights
1665,Classic Biryani
1666,Classic Mithai Collection
1667,Jamai shashti specials
1668,Chat Corner
1669,Mutton Special
1670,Overnight Oats
1671,Roti & Nan
1672,Smoke Items
1673,Chaat And Snacks
1674,Omelette
1675,Dilli Wala Breakfast
1676,Curd Beverages
1677,Kashmiri Wazwan
1678,Curd / Yougurts
1679,Chinese Traditional Chicken
1680,Veg Burger
1681,Side
1682,Dosa Specialities
1683,Indian Bowls
1684,Veg Snacks
1685,Treats Of The Week
1686,Boneless Strips
1687,MAIN COURSE FISH
1688,Fruit Ice Creams
1689,Spl. Milk Shakes
1690,Chinese Quick Bites
1691,Dosa Specials
1692,Cakes & Pastry
1693,Penda & Fruit Cake
1694,Indian Snack
1695,Thali & Combo
1696,Mountain Classic
1697,Cheesecakes
1698,The Asian
1699,Flash Sale Pizzas
1700,Fresh Fruit Juices
1701,Healthy Products
1702,Thali & Mini Meals
1703,Middle Eastern And Persian Salads
1704,Make your Own Pizza
1705,Value Chicken  Bucket.
1706,Dosa Varieties
1707,Rice Combo
1708,Ice Cream Stone Sundaes
1709,Indian Bread Roti
1710,Veg Meals
1711,Snacks House
1712,Fish Chilly Dry/gravy
1713,Ice Cream Snacks
1714,Tandoor Kitchen
1715,Kids Special
1716,Shake Shop
1717,Monsoon Combos
1718,Celebration Cake
1719,Dessrt Chhena
1720,Dry Sweets
1721,Mini Pizzas
1722,Anjeer Dry Fruit Sweets
1723,Mnc Special Momos
1724,Chhena Items
1725,Paratha's & Roti
1726,Half & Half Pizza
1727,Assorted Sweets
1728,Mini Tiffin
1729,Special Fruits Milk Shake
1730,Chhattisgarh Week Specials
1731,Chaat Ka Galiyaraa
1732,Veg Gravies
1733,Stick Kulfi Large
1734,Kaati Zone Combos
1735,Bun & Omelette
1736,Main course enchiladas
1737,Amritsari Kulcha
1738,Thick Shakes
1739,South indian curry items (kulambu)
1740,Old Delhi Famous Fried Chicken
1741,Vegetable Delight
1742,Mandu [Korean Dimsum]
1743,Rumali Roti Lunchbox
1744,Fish Starters
1745,All Time Snacks
1746,Oriental Rice
1747,South Indian (100% Shudh Desi Ghee)
1748,Veg Thali
1749,Green Salad / Papad / Raita
1750,Biryani In The House
1751,Desi Drinks
1752,Non Veg Burger with French Fries
1753,Super Saver Wrap Duos
1754,Executive Thalis
1755,Combo Foods
1756,Appam
1757,Continental Special Menu
1758,Doi
1759,Vegan & Sugar Free
1760,Chai Ke Saath
1761,Snacks [n]
1762,Ice Cream Soda
1763,McCafe.
1764,Pizza & Garlic Bread
1765,Sweet Dish
1766,Indian Starters
1767,Mountain Spicy
1768,Bhaji Pav & Pulav
1769,Hotdogs
1770,Freshly Squeezed Juices
1771,Sev Puri
1772,Non Veg Roll
1773,Traditional Thali
1774,Quick Bites
1775,Indian Curries Small
1776,Ghar Ka Tadka ThursdayDay Special
1777,Egg Less Cake
1778,Roti Naan And Paratha
1779,Desi Bhaat Handi
1780,Cheese Cake/Slice
1781,Cafe aurora kimbap
1782,Veg Special Combos
1783,Meal For One
1784,Bhel
1785,Petha Sweets
1786,Oriental Starters
1787,Millet Items[Bv]
1788,Momo Meal
1789,Desi Power
1790,5 Course Pizza Feast
1791,Onam Special Lunchbox
1792,BOOM Spicy
1793,Ghee Tempered Southern Spice Khichdis
1794,Hi - Tea
1795,Regional Starters (non-veg)
1796,Flaoured Cold Coffee
1797,Breakfast Buffet
1798,Epic Saver Bucket (save Up To 45%)
1799,Dahi And Raita
1800,Thai Cuisines
1801,Bagara Pulav Meals
1802,Salem RR Non Veg Starters
1803,Salad And Raita
1804,Cold Room
1805,Summer Deal Of The Month
1806,Bars
1807,Grilled Mutton Mandi
1808,"Bread,bun & Toast"
1809,Raita And Papad And Salad
1810,Tea/Coffee
1811,Soya Chaap Gravies (New)
1812,Pesto Pasta
1813,Farali
1814,Ghewar special
1815,South Indian Breakfast
1816,Coriander Dosa
1817,Jain Special
1818,Menu At @149
1819,Indian Traditional Mutton
1820,Keto and Salads
1821,Swiggy Exclusive Combo
1822,Chapati Lunchbox
1823,IPL special Combos
1824,Single Pasanga Biryani
1825,Shaan Biryani (Serves-2)
1826,Chicken Chinese Main Course
1827,Non Alcoholic
1828,Veerji Special Chinese Items
1829,Pistachio Chocolate Bar 125Gm
1830,Tea & Coffee
1831,Chinese Sauce
1832,Biryani Bowls
1833,Bucket Biryani - Family Pack
1834,Tandoori Specials
1835,Celebration Cakes & Desserts
1836,Chai Melody
1837,Curd And Raita
1838,Grilled Sandwich
1839,SWEETCORN
1840,De dosti special combo
1841,Guiltfree By Eatfit!
1842,2Pcs Combos at 99
1843,Small Plates
1844,North Indian Meals
1845,Devas Chinese Combo
1846,Thali & Meals
1847,Makar Sankranti Specials
1848,Food Menu Items
1849,HK Burgers
1850,Sandwich
1851,Sandwich Combo
1852,Quick Meal
1853,Patties House
1854,Gravy
1855,Mayonnaise
1856,Canned Juice
1857,Parsi
1858,South Indian Dish
1859,Family Prepacks
1860,Andhra Bowls
1861,Beverage
1862,Shabji
1863,A Cheesy Sandwich
1864,Cake & Pastries
1865,Cold Coffees
1866,Late Night Bestsellers
1867,Rice And Bowls
1868,Single Doughnuts
1869,Peri Peri Chicken Strips & Leg Pc
1870,Black Coffee
1871,Roti And Naan
1872,Non Veg Soup
1873,Diwali Gift Hamper
1874,Mega burrito
1875,Non-Veg 1 KG Matka Biryani + Free Dessert
1876,Miniyat Biryanis
1877,Continental Special
1878,All Time
1879,TRAVEL PACKS
1880,Snacks/ Starters
1881,Bao & Tacos
1882,Biryani Lunch Box
1883,Pocket Frindly Breakfast
1884,Southern Rice Bowls
1885,500 Gm French Cakes
1886,Fresh Kettle Popcorns
1887,Non-Veg Indian Dawat-E-Lazees
1888,Paneer Gravy
1889,Lalaji Dahi Se
1890,Pizzas & Pasta
1891,Premium Thalis
1892,Veg Bites
1893,Indian Rice Non Veg
1894,Cheese Samoxa
1895,Value Meal Bento
1896,Non veg lovers
1897,Naturally Good Sundaes
1898,"Non-Veg CHEESE BURST Thin Crust Pizzas [10"" Large]"
1899,Combos [Any Time]
1900,Indian Flavoured Rice
1901,Chur chur naan & chole kulche combos(with raita)
1902,Hot Spot Grill Speciality
1903,Indian Veg Gravy
1904,Coupseuy Noodles
1905,Appetizers Pork
1906,Veg & Egg
1907,Sabji
1908,"Pastas, Lasagnas & Quesedilla"
1909,Ganesh Chaturthi Modak
1910,Dosa  Beetroot
1911,Mom's Kitchen Spl Dish
1912,Breads/bun/pao
1913,Pool Mint Mozito
1914,Garlic-breads
1915,Chowmein And Rice Items
1916,Indian Bread
1917,Ganesh ChaturthiÂ Special
1918,Navratri Specials
1919,Add-on
1920,Dal Preparation
1921,Amritsari King Comboâ€™s
1922,Mmc Special Momos
1923,Yumburg Deals
1924,Sgs Chicken Items
1925,Dessert Items
1926,Smoothies Bowl
1927,Birthday Party
1928,Chat
1929,Evening Special Menu
1930,Mawa Barfi
1931,Continental Main Course
1932,HOT & COLD
1933,Non Veg
1934,Delights
1935,Lamen Fried (Flat Noodles Dry)
1936,Four Pizza Combo
1937,Kanti And Kebab
1938,Pastas + 2 PC Plain Garlic Bread
1939,Idli/ Wada
1940,Mayonnaise Roll
1941,Shape Cakes
1942,Mexican Range & New Offerings
1943,Tandoori (Kabab)
1944,Main Course [Curry]
1945,Rice Biryani & Fried Rice
1946,Kashmiri Food De Linz
1947,Design Cakes
1948,Burrito wraps
1949,House Special Garlic Breads!
1950,Pocket Friendly Rolls
1951,Flavor Burst Burgers
1952,Chinese Menu
1953,Tundays Rolls
1954,Available All Through The Day
1955,Fini Special
1956,Mutton
1957,Maggi Hub
1958,Breads ( Paratha's /Roti)
1959,Cakes & Brownies
1960,Rolls In Rumali Roti
1961,Non Veg Burgers
1962,Baked
1963,Pure Soya Tandoori Funny Names
1964,Triple Rice
1965,Classic Steaks
1966,"Raita, Curd & Salad"
1967,Chineese Combo Noodles
1968,Quesadilla & Tacos
1969,Rava Dosa
1970,Dinner Special
1971,Famous Momo's
1972,Gourment Ice Cream Cup
1973,Navratri Special
1974,Paneeer Main Course
1975,Starter ( Non- Veg)
1976,Rice (Veg &  Non Veg)
1977,Momos or Wanton
1978,Cafe Aurora Soup Snacks Non Veg
1979,Snack BOWLJ
1980,"Cheese Burst Pizzas [Big 10""]"
1981,Main Couse
1982,Non-veg Rolls
1983,Breakfast And Evening
1984,Lunch Box
1985,Indian Main Course (paneer)
1986,Indian Paneer Curry
1987,Pastry/dessert In Jar
1988,Biryani Spl
1989,Veg Tandoor Starter
1990,Our Specials
1991,Maharaja Veg Thali
1992,Pizza & burgers
1993,"Ovenzilla - 15"" Pizzas"
1994,DOSA & IDIYAPPAM
1995,Namkeen-all Time Snacking
1996,Salads & Accompaniments
1997,Soups and Smoothie Bowls
1998,Favourites
1999,Starter & Chinese
2000,Oriental Mains Veg
2001,Refreshments
2002,Roll & Starter Combos [FREE Coke & Choco Lava w...
2003,Pizza
2004,Sandwiches and Wraps
2005,Value Snackers
2006,Rice Special
2007,"Pizza , Pasta And Burger"
2008,Mini burger (sliders)
2009,Appetizers Veg
2010,Rice Bowls [ Serves 1 ]
2011,Chinese - Rice And Noodles
2012,Plain/flavoured Sandesh
2013,Signatures
2014,Bhaifota Special
2015,Chat Special
2016,Party Item
2017,Continental Breakfast
2018,Chicken rice bowls
2019,Rice Noodles
2020,Biryani Pulao
2021,"REGULAR 7"" PIZZAS | VEG [SERVES 1]"
2022,Egg Items
2023,Khichdi Bowls [Made in Ghee]
2024,Pastries And Desserts
2025,"Cookies, Muffins & Tea Cakes"
2026,Veg Sandwiches
2027,Dal Main Course
2028,Risotto & Pasta
2029,Chicken dam biriyani 148
2030,Noodles & Rice
2031,All Day Bowls
2032,Diwali Special
2033,Khaman
2034,Mushroom Roll
2035,New Launches & Seasonal
2036,Varieties Of Fish
2037,Extra
2038,3 Layer Rice Bowl
2039,Ramzan Special ( Online)
2040,Happy Meal
2041,Chaat & More
2042,Oriental
2043,Sugarfree Sweets & Rabri
2044,Indo Chinese
2045,Tandoor Combos
2046,Slushes
2047,Veg Starters
2048,Bread Items
2049,Chocolate Milkshakes
2050,Roll Cakes
2051,Breakfast combo for 2(Till 11:00AM)
2052,Dal Bati
2053,Chinese ( Veg )
2054,Veg Indian Curry
2055,Soup Bowls
2056,Sev
2057,Roti - Naan
2058,FROM LEMON SIDE
2059,Ethnic Dishes
2060,Biryani/pulao
2061,Thupka
2062,Matka Kulfi
2063,Indian Curries Large
2064,Non Veg Tandoori Appetizers
2065,Chinese Wraps
2066,Beverages And Shakes
2067,South Meals
2068,Kimbap
2069,Best in Roses
2070,Premium Exotic Cakes
2071,Masala Shawaya Mandi
2072,Veg Chinese Rolls
2073,Soya Chaap
2074,HK Special Pasta
2075,Kebabs and Starters
2076,BFF Meals
2077,BREADS & PAROTTAS
2078,Tandoori
2079,Baked Snacks
2080,Asian Bowls
2081,Our Signature
2082,International Blends
2083,Cake @Pastry
2084,Tandoori Platter
2085,Kachori King Combos
2086,The Other Side (appetizers)
2087,Starters Pizza
2088,Entre In Panners
2089,Cookies And Biscuits
2090,Hot Beverages
2091,Kunafa Creations
2092,Holi Special Items
2093,Vegetable Garden
2094,Bengali Sweets
2095,Croissants & Danishes
2096,Extra Add -ons
2097,Assorted Breads
2098,High Protein XL Bowls
2099,Chinese Soups
2100,Savories
2101,Fried Sweets
2102,Pan Fried Momo
2103,APPTIZERS VEG
2104,Cafe aurora rice noodles
2105,Rice [Late Night]
2106,Signature Sundae
2107,Sandwichs
2108,Plum Cakes
2109,Choice Of Omelette
2110,Cafe aurora bibimbap
2111,Chicken Appetizers
2112,Sinful Chocolate Ice Creams
2113,Tiffin
2114,Chicken Bucket
2115,Jmb premium masala
2116,Namkeen & Chips
2117,Tandoori Paratha
2118,Biryani Rice
2119,Grilled And Fried
2120,Chizza
2121,PUJA SWEET PACKET
2122,"Desserts, Waffles & Sundaes"
2123,VEG & NONVEG COMBO FOR 01
2124,Pita Pockets (New)
2125,Biryani Bucket [Serves 4-6]
2126,Munchies
2127,Chhena Sweets
2128,Overnight Oatmeal
2129,North Indian Curry
2130,Morning & Evening Special
2131,Monsoon Must-Haves
2132,Pani Puri and Snacks
2133,Fusion Dosas
2134,Cinnamon Rolls - Regular
2135,Spring Roll
2136,Lassi & Mocktails
2137,Parotta
2138,Dumpling
2139,Breakfast Combos
2140,Menu Starts @125/-
2141,Combos With Drink
2142,Dosa
2143,Evening Snacks
2144,Pizza (Indian)
2145,Soup Items
2146,Curries
2147,Vada/ Bonda/ Puri
2148,Shuruaat
2149,Tawa Roti
2150,Main Course (Chinese)
2151,HOT & SOUR SOUP
2152,Upwas Specials
2153,Value Added Combo
2154,8 Inch Pizza starting @199
2155,Savouries
2156,99 Store
2157,Main Course Large
2158,Mawa / Ghee Sweets
2159,Dry Cake And Tea Cake
2160,Mixed Soups
2161,Thanda
2162,Rice N Biryani
2163,Korean Stew
2164,"Biryani , Pulao And Rice"
2165,Veg Momos
2166,Party Combo [Save Upto 25% Off]
2167,Biryanis N Rice
2168,Chinese Items ( Roll)
2169,Nachos dip
2170,Pasta - Penne | Spaghetti
2171,Anytime Cake
2172,Wadai
2173,New Introduction
2174,Taste Special Thali
2175,Seafood Gravy
2176,Biryani Box
2177,Impossible Combos [FREE items of â‚¹120]
2178,Ice Cream Party Packs
2179,1kg Eggless Cake
2180,Loly Pop Dry
2181,Momo Burgers
2182,Behtareen Veg Biryani's
2183,Combos [O]
2184,Goan Curries
2185,Puff / Patties
2186,North Indian Main Course [ Serves 1-2 ]
2187,Waffle-Pancake with Ice Cream
2188,Mini Burrito Bowl (New)
2189,Extra Value Meal Medium
2190,Rice Varieties
2191,Variety Dal Rice
2192,Today Specials
2193,Cadbury Rakhi Combos
2194,Shudh Ghee Se Mutton Curries
2195,Oriental Mains Non Veg
2196,Rice Specialities
2197,NEW BK Fusion (Made with KitKat)
2198,Ice Creams
2199,Everyday Biryani Combos
2200,"Buy 1 Pizza Get 2 Sides, 1 Pepsi Free"
2201,Fruit Salad
2202,Ganesh Chaturthi Special Modak
2203,Handmade Chocolates & Doughnuts
2204,Gourmet Non-veg Pasta
2205,Gourmet Non Veg Pizza
2206,Kimbab  and Sushi
2207,Kids Donuts
2208,Appetizers-vegetarian
2209,Ghee Pongal
2210,Varieties Of Upma
2211,Dahi
2212,Mocktail
2213,Mojito & Mocktail
2214,Chowmien
